Person ID,Age,Gender,Government Employed,Private Employed,Not Employed,Marital Status,Monthly Mobile Money Transaction,Frequency of Mobile Money Usage,Use Mobile Money
K-661,62,Female,Yes,No,No,Single,87.37315017978455,10,Yes
K-864,53,Female,No,Yes,No,Married,681.3743386100522,9,No
K-624,61,Female,No,Yes,Yes,Married,262.6044918820784,4,No
K-998,51,Female,No,Yes,No,Married,846.0787400202818,15,Yes
K-420,61,Female,Yes,No,Yes,Married,427.0156318847572,26,Yes
K-054,21,Male,No,No,Yes,Married,987.8852190833949,11,No
K-603,38,Male,Yes,No,No,Married,938.7311262096463,2,Yes
K-100,37,Female,Yes,No,No,Divorced,339.38511193432464,24,Yes
K-055,43,Male,Yes,No,No,Single,228.1783069744721,28,No
K-770,37,Male,Yes,Yes,Yes,Married,820.4101830595569,18,No
K-624,57,Male,No,No,No,Divorced,11.417836416197993,30,Yes
K-299,29,Female,No,No,Yes,Single,747.8205469800121,3,No
K-210,30,Male,No,No,No,Divorced,255.74958906630326,20,Yes
K-207,63,Male,Yes,Yes,Yes,Single,836.3254243080995,19,No
K-794,48,Female,Yes,No,No,Widowed,700.8853420480447,3,No
K-162,60,Male,Yes,No,No,Widowed,918.9900140242698,16,No
K-079,56,Female,No,No,Yes,Single,968.5885962739179,14,No
K-554,32,Male,Yes,No,Yes,Married,827.5871879435441,3,Yes
K-288,37,Female,No,No,No,Single,161.32170280717597,2,No
K-543,45,Male,Yes,No,Yes,Married,811.4834677354036,1,No
K-010,53,Male,Yes,Yes,Yes,Single,239.87408583469812,14,Yes
K-020,47,Female,Yes,No,No,Divorced,640.0641304838797,14,Yes
K-300,18,Female,Yes,Yes,Yes,Single,596.2960922328182,11,No
K-005,48,Female,No,Yes,No,Single,917.8625993002582,6,No
K-907,48,Female,Yes,Yes,No,Married,366.74705207534663,8,No
K-565,64,Male,Yes,Yes,No,Divorced,975.303105423603,5,No
K-388,27,Female,Yes,Yes,No,Divorced,207.76450366978364,18,Yes
K-896,64,Male,Yes,No,No,Divorced,895.1407194708073,18,No
K-954,19,Male,Yes,Yes,No,Divorced,948.4752388982802,27,Yes
K-198,25,Male,Yes,Yes,No,Married,184.4927888113918,17,No
K-563,21,Female,No,No,Yes,Divorced,397.7975109978357,22,Yes
K-675,28,Male,No,Yes,No,Married,563.2054374259391,8,No
K-658,58,Male,No,Yes,No,Married,424.04976550439727,18,Yes
K-444,49,Female,Yes,Yes,No,Widowed,975.3186579790491,8,Yes
K-391,49,Female,No,No,Yes,Married,316.3279345890812,9,No
K-290,51,Female,No,No,Yes,Widowed,120.7533313181012,25,No
K-363,45,Male,Yes,Yes,No,Divorced,173.86479376682254,3,Yes
K-666,55,Female,No,No,Yes,Married,69.83451334243675,7,No
K-285,61,Female,Yes,Yes,Yes,Single,946.6992549000777,29,No
K-176,20,Male,Yes,Yes,No,Divorced,761.5994389908724,7,Yes
K-081,37,Male,No,No,Yes,Divorced,435.726800044517,23,No
K-148,59,Male,Yes,No,No,Married,122.89729165620263,28,No
K-312,37,Male,Yes,Yes,Yes,Married,800.7229581290612,9,Yes
K-402,49,Female,Yes,No,No,Widowed,906.3095386194406,17,No
K-875,48,Male,Yes,Yes,No,Divorced,190.0587660305033,21,No
K-205,33,Female,Yes,Yes,No,Widowed,566.1327271415059,22,Yes
K-471,61,Male,No,Yes,No,Married,851.8817594456822,27,No
K-955,59,Female,No,No,Yes,Single,807.1135289717733,22,Yes
K-813,35,Female,No,Yes,Yes,Divorced,809.3555330056294,17,No
K-416,35,Male,No,Yes,No,Widowed,36.07517354944879,3,Yes
K-078,48,Female,No,Yes,Yes,Widowed,99.2845613587457,20,Yes
K-204,55,Male,No,Yes,Yes,Divorced,557.0651237555811,21,Yes
K-876,24,Male,Yes,Yes,No,Single,758.7790559347034,3,Yes
K-949,27,Female,No,No,Yes,Married,401.307095780258,11,No
K-203,63,Male,Yes,Yes,No,Single,274.5128125228259,7,Yes
K-555,53,Male,Yes,Yes,No,Divorced,803.311700946323,11,Yes
K-948,41,Male,No,Yes,No,Widowed,541.0622905398393,22,Yes
K-227,35,Male,Yes,Yes,No,Divorced,452.1174377188615,2,No
K-469,47,Male,Yes,Yes,No,Widowed,537.3672118634781,27,Yes
K-936,32,Male,No,Yes,Yes,Married,749.8773939833097,6,Yes
K-242,62,Male,Yes,No,Yes,Widowed,502.5724456066251,1,No
K-659,35,Male,Yes,No,Yes,Divorced,466.22262354528164,14,No
K-470,27,Female,No,Yes,Yes,Single,219.48045038595004,5,No
K-989,37,Female,No,Yes,Yes,Married,837.1901847602239,1,No
K-635,23,Male,Yes,No,No,Single,919.0415265050342,28,Yes
K-136,38,Female,Yes,Yes,No,Widowed,292.96076456032335,1,Yes
K-702,22,Male,Yes,Yes,No,Married,830.4197678052119,15,Yes
K-914,25,Female,Yes,No,Yes,Single,867.5083547046345,29,No
K-172,33,Male,No,Yes,Yes,Single,178.94965772773855,4,Yes
K-476,52,Female,No,Yes,Yes,Widowed,342.8924391722969,22,Yes
K-914,57,Male,Yes,Yes,Yes,Divorced,687.8980128273595,16,No
K-386,46,Male,No,Yes,No,Married,219.5767051970113,15,Yes
K-978,23,Female,No,No,Yes,Married,179.24005868532714,8,No
K-873,63,Female,No,No,Yes,Divorced,184.81716050950075,10,Yes
K-221,63,Male,Yes,No,No,Married,600.1819034403397,10,Yes
K-306,37,Male,Yes,No,Yes,Married,964.8074558820381,6,Yes
K-174,46,Male,Yes,No,Yes,Married,415.58267030938197,27,No
K-107,34,Female,No,Yes,No,Widowed,406.0597522965577,19,No
K-731,22,Male,No,No,Yes,Widowed,424.8755294665535,25,Yes
K-211,43,Male,No,Yes,No,Widowed,212.5868849135631,28,Yes
K-733,49,Female,No,Yes,Yes,Single,354.48286821737446,20,Yes
K-479,22,Female,Yes,No,Yes,Single,741.1189313413022,30,No
K-764,38,Male,No,No,No,Divorced,382.60605902782936,13,Yes
K-442,21,Female,No,Yes,No,Married,753.5434551808198,5,Yes
K-068,23,Male,No,Yes,No,Married,983.2730330991551,16,No
K-877,21,Female,No,No,No,Single,420.2255262988455,10,Yes
K-300,54,Female,Yes,Yes,Yes,Divorced,295.609681068725,12,No
K-082,55,Female,Yes,No,No,Married,381.63532680033006,11,No
K-329,63,Female,No,Yes,No,Divorced,189.20640951724266,5,No
K-611,62,Male,No,Yes,No,Widowed,630.8573368184685,30,No
K-170,20,Male,Yes,Yes,Yes,Widowed,945.4305064261077,4,No
K-292,51,Male,Yes,Yes,Yes,Widowed,69.5225476210288,16,No
K-854,47,Male,Yes,No,No,Divorced,704.9201926517329,16,No
K-708,63,Male,No,Yes,Yes,Widowed,413.65436631183877,2,No
K-650,48,Female,Yes,No,No,Divorced,675.3940687939861,16,No
K-603,20,Female,No,Yes,Yes,Single,959.88207792496,29,No
K-009,38,Female,Yes,No,Yes,Widowed,730.6163685070803,15,No
K-715,21,Male,No,No,Yes,Single,415.9447163112186,17,Yes
K-878,47,Male,No,Yes,Yes,Widowed,404.0734789785148,1,Yes
K-458,51,Female,No,No,Yes,Widowed,323.2280544421867,29,No
K-102,61,Female,No,Yes,No,Married,474.3522208559311,24,No
K-902,35,Male,No,Yes,No,Widowed,710.8761600486426,23,No
K-873,49,Female,Yes,Yes,No,Married,599.8992106295728,25,No
K-557,35,Female,Yes,No,Yes,Married,542.4724444739597,8,Yes
K-149,19,Female,No,Yes,No,Single,897.0917289818826,21,Yes
K-715,25,Female,No,Yes,No,Married,28.595595794684247,23,No
K-218,60,Female,No,Yes,No,Divorced,681.3476365992649,14,Yes
K-676,27,Male,No,No,Yes,Single,55.31436598085262,3,No
K-995,30,Female,Yes,No,No,Single,571.6465906903563,23,Yes
K-869,60,Female,Yes,Yes,Yes,Single,56.78256721348155,21,No
K-812,43,Female,Yes,Yes,No,Single,247.25029119211007,4,No
K-559,37,Male,Yes,No,No,Single,581.0723758040792,7,Yes
K-627,25,Female,Yes,No,Yes,Married,507.6992518305471,15,Yes
K-206,48,Male,No,Yes,No,Married,68.23264928892351,30,No
K-408,22,Male,Yes,Yes,No,Widowed,297.0904436297781,7,Yes
K-507,22,Female,Yes,Yes,No,Married,256.8422585724007,12,Yes
K-025,29,Female,No,No,No,Widowed,774.3814018942586,26,No
K-277,22,Female,No,No,Yes,Married,493.2554103770891,8,Yes
K-348,31,Male,No,No,Yes,Single,765.1412125626047,30,No
K-893,60,Female,Yes,Yes,No,Married,403.44375451872247,3,No
K-935,34,Male,Yes,Yes,Yes,Single,259.03987602141217,22,Yes
K-153,52,Male,Yes,No,Yes,Married,893.5598897820138,17,Yes
K-903,31,Female,No,Yes,No,Divorced,308.0884627557232,18,Yes
K-829,51,Female,No,Yes,Yes,Married,259.8711872143819,13,No
K-130,47,Female,Yes,No,Yes,Single,938.4777025151324,27,No
K-168,48,Female,Yes,Yes,Yes,Divorced,131.0298107905526,29,Yes
K-354,38,Female,No,No,Yes,Married,766.5241460139898,17,Yes
K-560,64,Male,Yes,No,Yes,Widowed,869.5483776861996,2,No
K-612,38,Male,No,Yes,Yes,Widowed,721.7082792900991,16,Yes
K-710,39,Male,Yes,No,No,Divorced,224.110237991358,27,Yes
K-359,54,Male,No,No,Yes,Single,980.6285207685171,13,No
K-048,56,Male,No,No,Yes,Divorced,771.1571693706462,14,No
K-671,33,Male,No,Yes,No,Married,384.7971136797773,29,Yes
K-440,57,Male,Yes,Yes,No,Divorced,865.5851001309417,4,No
K-393,31,Female,No,Yes,Yes,Married,977.9637588273578,1,Yes
K-267,64,Male,Yes,No,Yes,Married,549.40663420528,4,Yes
K-351,35,Female,No,Yes,No,Married,295.7978223328896,16,No
K-526,41,Male,No,No,No,Married,599.6819983441668,14,No
K-195,59,Female,No,Yes,Yes,Widowed,188.10496681006325,7,No
K-333,34,Female,No,No,Yes,Single,405.6995068866438,4,No
K-399,20,Male,No,Yes,No,Widowed,752.2601155192242,30,No
K-845,55,Male,No,Yes,Yes,Married,205.72341887165197,18,Yes
K-056,46,Male,No,Yes,No,Divorced,437.11955466052717,3,Yes
K-109,34,Male,Yes,Yes,Yes,Widowed,391.617455488882,14,Yes
K-481,29,Female,Yes,Yes,Yes,Married,41.03155678489196,17,Yes
K-166,53,Female,Yes,No,Yes,Widowed,525.1525825002693,25,Yes
K-133,44,Female,Yes,No,Yes,Married,376.5031798292166,30,No
K-367,20,Male,No,Yes,Yes,Single,255.45742114902026,30,No
K-083,40,Male,Yes,No,No,Widowed,120.7409929367332,8,No
K-579,46,Male,No,Yes,Yes,Single,449.11097714273365,12,Yes
K-015,63,Male,Yes,Yes,No,Married,880.6454811106557,18,No
K-937,27,Female,Yes,No,No,Divorced,816.1218942004483,16,Yes
K-424,56,Male,Yes,No,No,Divorced,146.87914032706325,3,Yes
K-176,22,Male,Yes,No,Yes,Divorced,487.70938797834935,22,No
K-148,34,Female,No,Yes,Yes,Widowed,383.93119621476274,27,No
K-449,36,Female,Yes,Yes,No,Married,339.59317976000483,8,No
K-089,35,Male,Yes,Yes,Yes,Widowed,144.02221924658608,12,Yes
K-090,44,Male,Yes,No,Yes,Widowed,461.1542063237799,22,No
K-607,38,Male,No,Yes,No,Divorced,912.6430549579136,3,Yes
K-892,19,Female,No,Yes,No,Single,873.9633775870072,2,Yes
K-896,45,Female,Yes,Yes,No,Divorced,49.09510968691551,7,No
K-157,54,Female,No,No,No,Widowed,391.2863107182746,25,No
K-760,61,Female,No,Yes,No,Divorced,526.1697055019436,18,Yes
K-953,51,Female,No,No,Yes,Divorced,991.2688738894755,6,No
K-021,45,Male,No,Yes,No,Single,374.77150170966866,21,No
K-905,60,Male,No,No,No,Widowed,581.3311064440987,7,Yes
K-477,54,Male,No,No,Yes,Married,241.12867548295708,6,No
K-158,58,Male,No,Yes,Yes,Single,626.5199950644549,3,No
K-045,23,Male,No,Yes,No,Widowed,756.0231652360295,3,Yes
K-779,45,Male,Yes,Yes,Yes,Married,669.5526095748112,10,Yes
K-789,61,Female,Yes,No,No,Widowed,822.452429838014,6,No
K-930,41,Female,No,No,Yes,Divorced,51.79943570168206,12,Yes
K-503,31,Female,No,Yes,No,Widowed,771.1661654612546,4,No
K-601,61,Female,Yes,No,No,Widowed,204.53943738645734,16,Yes
K-014,50,Female,No,No,Yes,Divorced,150.01788741929002,18,No
K-352,56,Male,No,Yes,Yes,Divorced,491.4924147719034,22,No
K-285,28,Female,No,Yes,No,Single,88.89556367869459,13,No
K-082,55,Female,Yes,No,No,Widowed,500.88460922460814,30,No
K-413,52,Male,No,Yes,No,Widowed,743.1334123490378,15,Yes
K-627,34,Male,No,Yes,No,Widowed,576.979793951978,22,No
K-472,53,Female,Yes,Yes,No,Widowed,735.3430414403242,27,No
K-923,36,Male,Yes,No,Yes,Single,779.5816301044385,28,Yes
K-339,49,Female,No,No,Yes,Widowed,808.3634439308127,4,Yes
K-585,27,Male,No,No,Yes,Married,536.9868731852621,1,Yes
K-268,37,Female,Yes,No,Yes,Widowed,592.0307995922893,5,No
K-279,40,Male,No,No,No,Single,27.78123818396776,17,Yes
K-727,29,Female,Yes,Yes,No,Single,156.4258979470527,13,Yes
K-259,29,Male,Yes,No,No,Single,538.8112452526079,20,No
K-868,25,Male,No,No,Yes,Widowed,909.5557918623372,18,Yes
K-132,27,Male,Yes,No,Yes,Married,288.66123386501005,24,No
K-894,40,Female,No,Yes,No,Widowed,699.5784454350794,15,Yes
K-836,26,Female,No,No,Yes,Single,488.8596483246666,9,Yes
K-244,30,Female,No,No,No,Divorced,79.7781497028339,7,Yes
K-456,30,Male,No,No,Yes,Widowed,422.0160539038552,8,No
K-314,36,Male,Yes,No,No,Divorced,955.5601211744588,4,Yes
K-242,56,Male,No,Yes,No,Married,449.7268825841846,26,No
K-656,21,Female,No,No,Yes,Single,818.7654821676748,3,No
K-992,26,Female,No,No,Yes,Single,249.02663270515342,7,No
K-307,58,Female,Yes,No,No,Married,831.4439558604251,13,No
K-426,42,Female,No,No,No,Divorced,883.5983581200094,9,No
K-655,41,Male,Yes,Yes,Yes,Widowed,999.8164338667538,9,No
K-701,37,Male,Yes,Yes,No,Widowed,663.6374354737928,8,No
K-919,37,Male,Yes,No,No,Widowed,502.76260173926374,22,Yes
K-298,47,Female,Yes,Yes,Yes,Single,425.5827197764019,4,Yes
K-857,46,Male,No,Yes,Yes,Single,573.954333819429,10,Yes
K-909,61,Male,Yes,Yes,Yes,Divorced,382.8409170618492,22,Yes
K-107,25,Male,Yes,No,Yes,Married,651.3095618525692,25,Yes
K-735,22,Female,Yes,Yes,Yes,Single,814.8766858817419,20,No
K-061,37,Female,Yes,Yes,No,Married,358.35791550449386,15,Yes
K-104,27,Male,No,No,No,Widowed,681.8019288638596,16,Yes
K-417,58,Female,No,Yes,No,Married,124.80029291048712,16,Yes
K-790,40,Male,Yes,No,Yes,Widowed,242.5356007486212,10,Yes
K-650,46,Male,No,Yes,No,Widowed,263.13209331839624,22,No
K-571,53,Female,Yes,Yes,No,Single,383.43362303919247,6,Yes
K-530,18,Male,No,Yes,Yes,Widowed,159.01981895986424,18,Yes
K-029,62,Female,No,Yes,Yes,Divorced,662.1153798987655,13,No
K-951,41,Female,Yes,No,Yes,Widowed,224.82877907828671,12,Yes
K-298,59,Male,No,No,No,Divorced,86.3950762555174,30,No
K-241,49,Male,No,Yes,Yes,Widowed,67.29317283138698,28,Yes
K-281,46,Male,No,Yes,Yes,Married,798.8299720473705,24,Yes
K-225,38,Male,No,Yes,No,Widowed,889.0415633328488,15,No
K-358,23,Male,No,Yes,Yes,Single,155.14801168673597,15,No
K-079,35,Male,No,No,No,Widowed,199.9261290005089,19,Yes
K-396,57,Female,Yes,No,No,Married,181.87256986001833,23,Yes
K-278,33,Female,Yes,Yes,No,Single,172.94464074138642,11,No
K-982,28,Female,No,Yes,Yes,Single,176.34386399705653,24,No
K-206,54,Male,No,Yes,Yes,Divorced,444.76803878681966,29,Yes
K-786,20,Male,Yes,Yes,Yes,Widowed,92.60283537635934,3,No
K-920,18,Male,Yes,No,Yes,Single,70.23401023803905,12,Yes
K-762,64,Female,No,No,Yes,Widowed,790.0609217224022,2,No
K-412,23,Female,No,No,No,Widowed,495.06993518962383,4,Yes
K-607,62,Female,Yes,No,Yes,Widowed,984.2691253782351,26,No
K-494,23,Male,Yes,No,Yes,Widowed,147.91729780366717,9,Yes
K-988,29,Male,Yes,No,No,Divorced,739.4769869780479,28,Yes
K-118,64,Female,Yes,No,Yes,Single,621.0984850210732,19,No
K-438,58,Female,Yes,No,Yes,Widowed,464.41731562716484,9,No
K-896,45,Male,Yes,Yes,Yes,Married,61.496315298881775,2,Yes
K-160,27,Female,No,Yes,No,Widowed,643.3297732942962,14,Yes
K-761,59,Female,Yes,No,No,Widowed,980.657555366104,22,No
K-530,57,Male,No,No,Yes,Married,432.1968768707112,30,Yes
K-451,18,Female,No,No,No,Single,750.2644311192595,21,No
K-799,20,Female,Yes,Yes,No,Single,172.68436222826713,25,Yes
K-951,25,Male,Yes,Yes,Yes,Widowed,298.3179519100472,29,Yes
K-138,59,Female,No,Yes,No,Divorced,633.1913384808702,15,Yes
K-657,47,Female,Yes,Yes,Yes,Widowed,261.3555234453548,1,Yes
K-050,19,Male,No,No,Yes,Divorced,364.0436594614633,25,Yes
K-397,44,Male,No,No,Yes,Single,844.8764649752954,15,Yes
K-389,41,Female,Yes,Yes,Yes,Widowed,115.19022249108053,3,No
K-575,29,Female,No,Yes,No,Single,599.5564114073035,27,Yes
K-440,62,Female,Yes,Yes,Yes,Married,540.6820163995493,16,No
K-890,25,Male,Yes,No,Yes,Single,44.185741031207826,11,No
K-740,40,Female,Yes,Yes,No,Single,197.8307955356561,9,No
K-535,29,Female,No,No,Yes,Single,725.0843212322152,20,No
K-551,50,Female,No,Yes,No,Married,154.84136383313032,19,Yes
K-245,39,Male,No,Yes,No,Divorced,649.9699914631276,2,Yes
K-823,18,Female,Yes,Yes,No,Single,117.74936316176219,19,Yes
K-772,36,Male,Yes,No,Yes,Divorced,340.5508846832786,9,Yes
K-017,61,Female,Yes,Yes,No,Widowed,353.1657588943512,8,No
K-776,50,Male,Yes,No,No,Widowed,427.1489783137635,19,No
K-523,54,Male,No,No,No,Divorced,459.7597163110251,9,Yes
K-081,45,Male,Yes,Yes,No,Divorced,405.36579218433366,2,No
K-187,26,Male,No,No,No,Married,609.28443311726,3,Yes
K-797,33,Male,Yes,Yes,No,Divorced,758.8595451047271,9,Yes
K-876,34,Male,No,No,Yes,Divorced,516.4191563091556,26,No
K-542,57,Male,Yes,No,No,Divorced,808.4383930908403,11,Yes
K-616,59,Male,No,No,Yes,Married,521.0706360646313,11,No
K-861,21,Female,Yes,Yes,No,Widowed,663.7259085895163,26,No
K-827,55,Male,No,No,Yes,Divorced,339.78096769533533,17,No
K-385,49,Female,No,No,Yes,Married,175.89509517056453,17,Yes
K-117,64,Male,Yes,Yes,Yes,Married,915.6754371996835,24,Yes
K-343,50,Female,No,No,No,Single,990.8060841644648,11,No
K-490,62,Male,No,Yes,Yes,Widowed,915.9107361532876,15,Yes
K-031,49,Male,Yes,Yes,No,Widowed,410.7510632310355,24,Yes
K-291,36,Male,Yes,No,No,Married,316.1467865783703,19,No
K-802,27,Female,Yes,Yes,No,Married,812.5597695815604,10,No
K-910,55,Female,Yes,Yes,No,Married,925.0293234522292,27,No
K-558,21,Female,Yes,No,Yes,Married,690.1093538329951,23,No
K-709,24,Male,Yes,Yes,Yes,Widowed,182.97638401076034,23,No
K-336,40,Male,Yes,Yes,Yes,Divorced,126.52371190208116,1,No
K-894,22,Male,Yes,Yes,No,Married,394.43010574050044,28,Yes
K-280,34,Female,Yes,Yes,No,Widowed,350.1854189742293,1,Yes
K-845,45,Female,No,No,Yes,Widowed,438.0320963256092,9,Yes
K-828,24,Female,Yes,No,No,Widowed,287.9686970344687,21,Yes
K-739,52,Male,No,Yes,No,Widowed,533.1684443245678,24,No
K-741,41,Male,No,No,No,Widowed,319.92508073364604,11,No
K-039,23,Male,No,Yes,No,Married,25.22913154662298,29,Yes
K-256,55,Male,No,No,Yes,Single,831.913825384524,25,Yes
K-256,33,Female,Yes,No,Yes,Married,819.2437706968489,3,Yes
K-530,62,Female,Yes,Yes,Yes,Single,769.6518242576683,10,No
K-736,62,Male,No,Yes,No,Single,870.0008357039117,30,Yes
K-853,64,Female,No,No,Yes,Divorced,244.8191922545313,14,No
K-772,43,Female,Yes,No,Yes,Widowed,204.39203416982838,7,No
K-354,24,Male,Yes,Yes,No,Married,847.5684213639321,18,No
K-448,40,Male,Yes,No,No,Widowed,930.5226877068861,9,No
K-093,42,Male,No,Yes,No,Single,371.75608064943975,29,No
K-505,27,Female,No,Yes,No,Divorced,29.268578314683722,5,Yes
K-232,30,Female,Yes,Yes,No,Single,691.1558459663082,20,Yes
K-354,23,Male,Yes,No,Yes,Married,555.4035028958533,22,No
K-771,22,Male,No,Yes,Yes,Divorced,425.8784470637361,16,No
K-387,33,Male,No,Yes,No,Single,580.9265521582504,18,Yes
K-284,36,Female,No,Yes,Yes,Widowed,388.65388990604487,8,No
K-138,36,Male,Yes,No,No,Widowed,966.5959279784905,29,Yes
K-813,35,Female,No,No,No,Widowed,810.0739743939691,27,No
K-324,26,Male,No,Yes,Yes,Widowed,503.34669777725765,2,Yes
K-247,51,Male,No,No,No,Single,403.95813043713434,10,Yes
K-473,22,Male,Yes,Yes,Yes,Widowed,796.8312612286707,29,Yes
K-271,49,Male,No,No,No,Divorced,540.3066000894678,29,No
K-738,24,Male,Yes,Yes,Yes,Married,79.57988061177743,27,No
K-874,23,Female,Yes,No,Yes,Married,509.05569192492294,30,No
K-361,49,Male,Yes,Yes,Yes,Divorced,408.41017432142723,1,No
K-871,62,Male,No,No,No,Divorced,538.8065955792298,2,No
K-019,60,Male,No,Yes,No,Widowed,446.1972005144861,3,Yes
K-964,41,Male,Yes,Yes,Yes,Divorced,513.42757059106,26,No
K-612,61,Male,No,No,No,Married,258.0007613769143,14,Yes
K-464,36,Female,Yes,No,Yes,Widowed,56.454973927065936,6,No
K-663,61,Female,No,No,Yes,Single,311.6081262879691,1,No
K-499,46,Female,Yes,No,Yes,Single,465.2893957605986,25,Yes
K-265,40,Male,No,No,No,Divorced,581.3445946018957,1,No
K-012,26,Female,Yes,No,No,Single,866.6233917232641,15,No
K-382,26,Female,Yes,Yes,Yes,Married,12.036188966277274,28,No
K-034,63,Female,No,Yes,Yes,Widowed,170.33242680891163,11,No
K-359,41,Male,Yes,No,No,Married,371.63569002049854,18,Yes
K-551,39,Female,No,No,Yes,Single,597.7417031230909,28,No
K-726,26,Male,No,Yes,No,Single,870.9653534903147,7,No
K-093,29,Male,Yes,No,No,Widowed,543.1083239869442,30,Yes
K-127,64,Female,No,No,Yes,Single,732.9708238026915,2,No
K-050,30,Female,No,Yes,Yes,Divorced,660.2423978205235,25,No
K-601,18,Male,No,No,No,Widowed,149.7018578898891,12,No
K-965,49,Male,Yes,Yes,Yes,Married,247.70049060679682,11,No
K-722,64,Male,Yes,No,No,Married,546.2456893650933,27,Yes
K-229,45,Male,Yes,No,Yes,Widowed,299.5718488691911,8,Yes
K-200,26,Male,No,No,Yes,Single,675.9784537819294,14,Yes
K-557,30,Female,Yes,No,Yes,Divorced,237.81723660649257,2,No
K-582,57,Male,Yes,Yes,Yes,Divorced,764.4050872954956,27,No
K-064,59,Female,No,Yes,No,Single,436.56598722547017,2,No
K-652,31,Male,Yes,No,No,Married,875.2422034474968,12,No
K-667,52,Female,Yes,Yes,No,Married,235.93882118926763,20,No
K-372,48,Female,Yes,No,Yes,Married,100.15309985810893,23,Yes
K-916,52,Female,No,No,Yes,Single,263.09899506223917,27,No
K-416,29,Male,No,Yes,Yes,Divorced,589.8658452934698,8,Yes
K-056,33,Male,No,No,No,Single,543.5107562324037,15,No
K-622,24,Female,Yes,Yes,Yes,Married,432.23687788835474,26,Yes
K-642,33,Female,Yes,Yes,No,Single,172.71999411806377,28,Yes
K-299,61,Male,No,Yes,No,Divorced,223.30694790094367,1,Yes
K-576,55,Male,No,No,No,Married,672.1763653662631,8,No
K-931,62,Female,Yes,Yes,Yes,Widowed,663.225856606942,23,No
K-980,49,Female,Yes,No,Yes,Married,656.1864599318341,1,Yes
K-358,38,Male,No,No,No,Single,14.046421775916471,26,No
K-967,36,Female,No,Yes,No,Married,289.72584228057775,29,Yes
K-430,49,Female,Yes,No,No,Married,228.20976675968384,17,Yes
K-633,53,Female,No,Yes,No,Divorced,579.3729368561679,10,No
K-149,55,Female,Yes,Yes,No,Divorced,452.7677327279943,10,No
K-463,47,Female,No,No,No,Divorced,222.85820484586392,12,No
K-636,47,Male,No,Yes,Yes,Widowed,223.09618452860735,11,Yes
K-955,56,Male,No,No,Yes,Married,821.6251881468847,12,Yes
K-156,25,Female,Yes,Yes,Yes,Single,513.8413644570019,5,Yes
K-881,38,Female,No,No,Yes,Widowed,633.7803064465191,26,Yes
K-475,51,Male,No,Yes,No,Widowed,383.89160431668876,22,No
K-044,36,Male,Yes,Yes,Yes,Divorced,250.05467465034326,12,Yes
K-866,41,Female,No,Yes,No,Widowed,407.2472169750253,11,Yes
K-900,38,Female,No,No,Yes,Married,321.58444342001246,7,No
K-075,42,Female,Yes,No,No,Divorced,825.0176318150001,6,No
K-532,54,Female,No,Yes,Yes,Divorced,333.518295400942,29,No
K-711,20,Female,No,Yes,Yes,Widowed,556.7335961108774,10,No
K-759,41,Female,Yes,No,Yes,Divorced,24.15596227252554,2,Yes
K-800,36,Male,No,Yes,Yes,Single,784.3159561441255,1,Yes
K-634,37,Female,No,Yes,Yes,Widowed,982.1021637619015,10,No
K-558,46,Female,Yes,No,No,Divorced,12.699464246398229,12,Yes
K-144,46,Female,No,Yes,No,Married,480.3796695434868,4,No
K-808,53,Male,No,No,Yes,Married,842.9984847636239,18,Yes
K-832,39,Female,Yes,No,No,Divorced,346.987869331745,6,Yes
K-647,48,Male,No,No,Yes,Widowed,403.99343472564465,11,No
K-030,44,Female,No,No,No,Married,852.6153019490297,19,Yes
K-841,28,Male,No,No,No,Divorced,667.5505126782264,12,No
K-486,35,Female,No,Yes,No,Divorced,383.3790110292426,12,No
K-122,30,Male,Yes,Yes,No,Divorced,77.10812488061647,20,Yes
K-766,61,Female,No,No,Yes,Divorced,732.6269383084176,27,No
K-934,36,Male,Yes,No,No,Divorced,555.0328275074513,26,Yes
K-770,64,Female,Yes,No,No,Widowed,205.6173508030727,21,Yes
K-854,64,Female,Yes,No,Yes,Married,76.98513939906391,23,No
K-612,18,Female,Yes,Yes,No,Married,666.8121695263945,8,Yes
K-561,46,Female,No,Yes,No,Divorced,759.4146491279483,13,Yes
K-930,22,Male,Yes,Yes,No,Single,709.732464371424,9,No
K-300,21,Female,No,Yes,Yes,Widowed,42.11832351323282,18,No
K-810,19,Male,Yes,No,No,Widowed,870.0540854139193,18,Yes
K-793,35,Female,Yes,Yes,Yes,Married,321.1784276523363,5,Yes
K-301,49,Female,Yes,Yes,Yes,Divorced,254.78043689604544,9,No
K-055,37,Male,Yes,Yes,No,Divorced,950.4460131200407,14,Yes
K-944,32,Male,Yes,Yes,Yes,Divorced,630.8419796166096,25,No
K-064,55,Male,No,No,No,Widowed,514.0941090345528,25,No
K-889,42,Male,No,No,No,Divorced,616.6731161050269,25,Yes
K-984,55,Male,Yes,Yes,Yes,Widowed,471.9914817076223,9,No
K-275,49,Male,No,Yes,No,Widowed,410.61432481005386,17,No
K-173,40,Female,Yes,Yes,Yes,Married,930.134080812405,17,Yes
K-032,43,Female,No,Yes,Yes,Married,433.274431446013,11,Yes
K-932,64,Male,No,No,Yes,Married,381.22490579546275,21,Yes
K-685,41,Male,No,No,Yes,Married,922.489710148474,27,No
K-698,43,Male,Yes,No,Yes,Widowed,943.4396817872569,9,Yes
